brand,franchise_label_auto,n_skus_franchise,n_gps_franchise,gens_detected,first_seen,last_seen,example_names,KEEP_MERGE_SPLIT,new_franchise_label,merge_with_franchise,note
Adidas,Gamemode Knit,3,1,,2025-07-28,2026-04-23,Chuteira de Campo Adidas Gamemode Knit - Infantil,,,,
Adidas,Grand Court Alpha Marinho E Branco,3,1,,2025-07-28,2025-09-04,Tênis Adidas Grand Court Alpha Marinho e Branco,,,,
Adidas,Grand Court Droids,3,1,,2025-09-11,2026-04-30,Tênis Infantil adidas Grand Court Droids,,,,
Adidas,Grand Court Star Wars Droids,3,1,,2025-07-28,2025-11-22,Tênis adidas Grand Court Star Wars Droids - Infantil,,,,
Adidas,Hoops 4.0 Low,3,1,,2025-07-28,2025-11-22,Tênis adidas Hoops 4.0 Low - Feminino,,,,
Adidas,Lite Racer 2.0,3,1,,2025-07-28,2026-03-12,Tênis adidas Lite Racer 2.0 - Masculino,,,,
Adidas,Megaride O1,3,1,,2026-04-16,2026-05-21,Tênis adidas Megaride O1,,,,
Adidas,Meião Do Cr Flamengo Ii,3,1,25,2025-07-31,2025-10-16,Meião do CR Flamengo II 25 Unissex Adidas,,,,
Adidas,Predator Artilheira 24.5 TF E,3,1,,2025-07-28,2025-12-04,Chuteira Society adidas Predator Artilheira 24.5 Tf -  e,,,,
Adidas,Predator Club Firm Multi Ground,3,1,,2026-03-05,2026-05-21,Chuteira de Campo Infantil adidas Predator Club Firm Multi-Ground,,,,
Adidas,Predator Club H&amp L,3,1,,2025-07-28,2026-05-21,Chuteira Society adidas Predator Club H&Amp L - Infantil,,,,
Adidas,Predator Club Vel TF,3,1,,2025-07-28,2026-05-21,Chuteira Society adidas Predator Club Vel Tf - Infantil,,,,
Adidas,Predator Elite FG J,3,1,,2025-07-28,2026-05-21,Chuteira de Campo adidas Predator Elite Fg J - Infantil,,,,
Adidas,Predator Elite Sem Cadarços,3,1,,2025-07-28,2026-04-23,Chuteira de Campo adidas Predator Elite sem Cadarços - Adulto,,,,
Adidas,Predator Essentials 24.5 Platinum,3,1,,2026-02-19,2026-05-21,Chuteira de Campo Adidas Adulto Predator Essentials 24.5 Platinum,,,,
Adidas,Responde Runner U,3,1,,2025-07-28,2025-11-27,Tênis Feminino adidas Responde Runner U,,,,
Adidas,Response Super Boost,3,1,,2025-07-28,2026-05-21,Tênis adidas Response Super Boost Masculino,,,,
Adidas,Response Super W,3,1,,2025-07-28,2025-10-23,Tênis Masculino adidas Response Super W,,,,
Adidas,Runfalc 3.0 Hp5837,3,1,,2025-07-28,2025-11-27,Tênis Infantil adidas Runfalc 3.0 Hp5837,,,,
Adidas,Sem Cadarços Copa Pure,3,1,3,2026-03-26,2026-04-23,Chuteira de Campo adidas Sem Cadarços Copa Pure 3 Elite - Adulto,,,,
Adidas,Showtheway 2.0,3,2,,2025-07-28,2026-02-26,Tênis adidas Showtheway 2.0 - Unissex | Tênis adidas Showtheway 2.0 - Adulto,,,,
Adidas,Super Sala Iii,3,1,,2025-09-04,2026-04-02,Chuteira de Futsal adidas Super Sala III - Adulto,,,,
Adidas,Supernova Boost,3,2,2,2025-07-28,2025-10-16,Tênis adidas Supernova Boost 2 - Masculino | Tênis adidas Supernova Boost 2 - Feminino,,,,
Adidas,Supernova Rise W Mftp,3,1,,2025-07-28,2025-10-23,Tênis adidas Supernova Rise W Mftp - Masculino,,,,
Adidas,Tenis Urban Court,3,1,,2025-07-28,2025-12-04,Tenis Feminino adidas Urban Court,,,,
Adidas,Tensaur Sport 2.0 Cf K,3,1,,2025-11-06,2026-03-19,Tênis adidas Tensaur Sport 2.0 Cf K - Infantil,,,,
Adidas,Tensaur Sport Disney Pateta,3,1,,2025-07-28,2025-09-04,Tênis Adidas Tensaur Sport Disney Pateta - Infantil,,,,
Adidas,Terrex Ax2s,3,1,,2025-07-28,2025-10-16,Tênis adidas Terrex Ax2S - Feminino,,,,
Adidas,Terrex Eastrail 2.0 Mid,3,1,,2025-07-28,2026-05-21,Tênis adidas Terrex Eastrail 2.0 Mid - Feminino,,,,
Adidas,Terrex Skychaser Ax5 Mid Gtx,3,1,,2026-04-02,2026-05-21,Tênis Masculino adidas Terrex Skychaser Ax5 Mid Gtx,,,,
Adidas,Tracefinder 2.0,3,1,,2025-09-11,2025-12-04,Tênis adidas Tracefinder 2.0 - Feminino,,,,
Adidas,VL Court Bold Ii,3,1,,2025-07-28,2025-09-11,Tênis adidas VL Court Bold II - Feminino,,,,
Adidas,X Disney Minnie Mouse Monofit,3,1,,2025-11-06,2026-04-16,Tênis adidas x Disney Minnie Mouse Monofit Infantil,,,,
Adidas,X9000l2,3,1,,2025-07-28,2026-02-19,Tênis adidas X9000l2 - Masculino,,,,
Asics,Gel Nimbus,2145,194,"2,9,23,24,25,26,27,28",2023-09-01,2026-05-21,Tênis ASICS Gel-Nimbus 27 Masculino | Tênis ASICS Gel-Nimbus 27 Feminino | Tênis Asics GEL-Nimbus 27 - Masculino | Tênis Asics GEL-Nimbus 27 - Feminino,,,,
Asics,Novablast,1705,140,"3,4,5",2023-08-24,2026-05-21,Tênis ASICS Novablast 5 Masculino | Tênis ASICS Novablast 5 Feminino | Tênis Masculino Asics Novablast 5 | Tênis Feminino Asics Novablast 5,,,,
Asics,Gel Cumulus,1379,120,"2,16,24,25,26,27,28,400",2023-08-12,2026-05-21,Tênis ASICS Gel-Cumulus 27 Masculino | Tênis ASICS Gel-Cumulus 27 Feminino | Tênis Asics Gel Cumulus 27 - Masculino | Tênis Asics Gel-Cumulus 27 - Feminino,,,,
Asics,Gt,1089,125,"0,1000,2160",2023-08-27,2026-05-21,Tênis Asics Gt-1000 14 - Masculino | Tênis Asics GT-1000 11 - Feminino | Tênis ASIC GT-1000 14 - Feminino | Tênis Feminino Asics GT-2000 14,,,,
Asics,Gel Excite,1014,60,"8,10,11",2023-08-27,2026-05-21,Tênis Asics Gel-Excite 8 - Masculino | Tênis Masculino Asics Gel-Excite 11 | Tênis ASICS Gel-Excite 10 Masculino | Tênis Feminino Asics Gel-Excite 11,,,,
Asics,Gel Quantum,987,88,"90,180,360",2023-08-12,2026-05-21,Tênis Masculino Asics Gel Quantum 360 CTW | Tênis ASICS Gel-Quantum 360 CTW - Masculino | Tênis ASICS Gel-Quantum 180 FLY Masculino | Tênis Asics Gel-Quantum 180 Fly - Masculino,,,,
Asics,Raiden,963,56,"2,3,4,5",2023-08-22,2026-05-21,Tênis ASICS Raiden 4 Masculino | Tênis Asics Raiden 4 - Masculino | Tênis ASICS Raiden 4 Feminino | Tênis Asics Raiden 4 - Feminino,,,,
Asics,Gel Dedicate,896,80,"7,8",2025-07-28,2026-05-21,Tênis Masculino Asics Gel Dedicate 8 | Tênis ASICS Gel-Dedicate 8 Clay - Masculino | Tênis Asics Gel-Dedicate 8 Clay - Masculino - Tennis | Tênis Feminino Asics Gel Dedicate 8,,,,
Asics,Gel Kayano,752,102,"13,14,20,28,29,30,31,32",2025-07-28,2026-05-21,Tênis Masculino Asics Gel Kayano 32 | Tênis ASICS Gel-Kayano 31 Masculino | Tênis ASICS Gel-Kayano 31 Feminino | Tênis Feminino Asics Gel Kayano 32,,,,
Asics,Gel Pulse,640,48,"15,16,17",2025-07-28,2026-05-21,Tênis Asics Gel-Pulse 16 Se - Masculino | Tênis Masculino Asics Gel Pulse 16 SE | Tênis Asics Gel Pulse 16 Se - Feminino | Tênis ASICS Gel-Pulse 16 SE Masculino,,,,
Asics,Gel Nagoya,627,46,"4,5,6,7,8",2023-08-30,2026-05-21,Tênis ASICS Gel-Nagoya 7 Masculino | Tênis ASICS Gel-Nagoya 7 Feminino | Tênis Masculino ASICS GEL-Nagoya 8 | Tênis Feminino ASICS Gel-Nagoya 8,,,,
Asics,Gel Sparta,591,27,2,2023-08-12,2026-05-21,Tênis Asics Gel-Sparta 2 - Masculino | Tênis ASICS Gel-Sparta 2 - Masculino | Tênis Masculino Asics Gel Sparta 2 | Tênis ASICS Gel-Sparta 2 - Feminino,,,,
Asics,Versablast,572,42,"2,4",2023-08-29,2026-05-21,Tênis Feminino Asics Versablast 4 | Tênis Masculino Asics Versablast 4 | Tênis Asics Versablast 4 - Masculino | Tênis Asics Versablast 4 - Feminino,,,,
Asics,Gel Shinobi,563,36,"2,3",2023-08-22,2026-05-21,Tênis Asics Gel-Shinobi 2 - Masculino | Tênis Masculino ASICS Gel Shinobi 2 | Tênis Feminino Asics Gel Shinobi 2 | Tênis Feminino ASICS GEL-Shinobi 2,,,,
Asics,Dynablast,555,30,"2,3,4,5",2023-09-17,2026-05-21,Tênis Feminino Asics Dynablast 5 | Tênis Masculino Asics Dynablast 5 | Tênis Asics Dynablast 5 - Masculino | Tênis Asics Dynablast 5 - Feminino,,,,
Asics,Gel Hypersonic,529,53,"2,3,4,5,6",2023-08-12,2026-05-21,Tênis Asics Gel-Hypersonic 5 - Feminino | Tênis Asics Gel Hypersonic 5 - Masculino | Tênis Asics Gel-Hypersonic 5 - Masculino | Tênis Feminino Asics Gel Hypersonic 5,,,,
Asics,Gel Takumi,504,19,,2023-08-12,2026-05-21,Tênis ASICS Gel-Takumi - Masculino | Tênis Asics Gel Takumi - Masculino | Tênis Asics Gel-Takumi - Masculino | Tênis Asics Gel Takumi - Feminino,,,,
Asics,Japan S,474,17,,2023-09-01,2026-05-21,Tênis Asics Japan S - Masculino | Tênis Asics Japan S - Feminino | Tênis Masculino Asics Japan S | Tênis ASICS Japan S - Feminino,,,,
Asics,Ugoki,467,17,"250,300,402",2025-07-28,2026-05-21,Tênis Masculino Asics Ugoki | Tênis Feminino Asics Ugoki | Tênis Asics Ugoki - Feminino | Tênis Asics Ugoki - Masculino,,,,
Asics,Solution Speed Ff,439,53,"2,3,4",2023-10-02,2026-05-21,Tênis Masculino Asics Solution Speed FF 3 | Tênis Masculino Asics Solution Speed FF 4 | Tênis Masculino ASICS Solution Speed Ff 4 | Tênis Feminino ASICS Solution Speed Ff 4,,,,
Asics,Gel Rocket,435,36,"10,11,12",2023-08-24,2026-05-21,Tênis Asics Gel-Rocket 11 Masculino | Tênis ASICS GEL-Rocket 12 - Masculino | Tênis Masculino Asics Gel Rocket 12 | Tênis Asics Gel-Rocket 11 - Feminino,,,,
Asics,Gel Challenger,432,56,"13,14,15",2023-09-09,2026-05-21,Tênis Masculino Asics Gel-Challenger 15 | Tênis Feminino Asics Gel-Challenger 15 | Tênis Masculino Asics Gel Challenger 15 | Tênis Feminino Asics Gel Challenger 15,,,,
Asics,Gel Nagoya St,391,15,,2025-07-28,2026-05-21,Tênis ASICS Gel-Nagoya ST Masculino | Tênis ASICS Gel-Nagoya ST Feminino | Tênis Feminino ASICS Gel-Nagoya ST | Tênis Asics Gel-Nagoya ST Masculino,,,,
Asics,Buzz,384,22,4,2025-07-28,2026-05-21,Tênis ASICS Buzz 4 Júnior | Tênis Infantil Asics Buzz 4 | Tênis Asics Buzz 4 - Infantil | Tênis Asics Buzz 4 Infantil,,,,
Asics,Court,355,34,"3,4",2025-07-28,2026-05-21,Tênis Masculino Asics Court Slide 4 | Tênis ASICS Court Slide 4 Masculino | Tênis Feminino ASICS Court Slide 4 | Tênis Feminino Asics Court Slide 4,,,,
Asics,Gel Venture,346,48,"8,9,10,11",2023-08-30,2026-05-21,Tênis Feminino Asics Gel-Venture 10 | Tênis Masculino Asics Gel Venture 10 | Tênis ASICS GEL-Venture 10 Masculino | Tênis Asics Gel Venture 10 Feminino,,,,
Asics,Upcourt,325,22,"5,6",2025-07-28,2026-05-21,Tênis Feminino Asics Upcourt 6 | Tênis Masculino Asics Upcourt 6 | Tênis Asics Upcourt 6 - Masculino | Tênis ASICS Upcourt 6 Masculino,,,,
Asics,Fantasy,299,17,4,2023-09-27,2026-05-21,Tênis Infantil Asics Fantasy 4 | Tênis Infantil ASICS Fantasy 4 | Tênis Asics Fantasy 4 - Infantil | Tênis ASICS Infantil Fantasy 4,,,,
Asics,Jolt,295,15,"4,5",2025-07-28,2026-05-21,Tênis Asics Jolt 5 - Masculino | Tênis Masculino Asics Jolt 5 | Tênis Masculino ASICS Jolt 5 | Tênis Asics Jolt 5 - Feminino,,,,
Asics,Gel Sonoma,285,30,"6,7,8,15",2023-05-11,2026-05-21,Tênis Masculino Asics Gel Sonoma 8 | Tênis Asics Gel Sonoma 8 - Feminino | Tênis Masculino Asics Gel Sonoma 8 + Par de Meia | Tênis Feminino Asics Gel-Sonoma 8,,,,
Asics,Noosa Tri,257,26,"13,14,15,16",2023-08-25,2026-05-21,Tênis Masculino Asics Noosa Tri 16 | Tênis ASICS Noosa Tri 16 Feminino | Tênis Feminino Asics Noosa Tri 16 | Tênis Asics Noosa Tri 16 - Masculino,,,,
Asics,Magic Speed,236,21,"2,3,4,5",2025-07-28,2026-05-21,Tênis ASICS Magic Speed 4 Feminino | Tênis ASICS Magic Speed 4 Masculino | Tênis Asics Magic Speed 4 - Feminino | Tênis Asics Magic Speed 5 Unissex,,,,
Asics,Gel Resolution X,235,11,,2025-07-28,2026-05-21,Tênis Masculino Asics Gel Resolution X | Tênis ASICS Gel-Resolution X Masculino | Tênis Masculino ASICS Gel-Resolution X | Tênis Feminino Asics Gel Resolution X,,,,
Asics,Sonicblast,223,11,,2025-08-28,2026-05-21,Tênis Masculino ASICS Sonicblast | Tênis Asics Sonicblast Feminino | Tênis ASICS Sonicblast Masculino | Tênis Feminino ASICS Sonicblast,,,,
Asics,Court Ff,208,32,3,2023-09-19,2026-05-21,Tênis Masculino Asics Court FF 3 Novak | Tênis ASICS Court FF 3 Novak Masculino | Tênis Feminino Asics Court FF 3 | Tênis ASICS Court FF 3 - Feminino,,,,
Asics,Gel Shogun,199,16,"7,8",2025-07-28,2026-05-21,Tênis Asics Masculino Gel-Shogun 7 Corrida Masculino | Tênis Feminino ASICS Gel-Shogun 8 | Tênis ASICS GEL-Shogun 8 - Feminino | Tênis ASICS GEL-Shogun 8 - Masculino,,,,
Asics,Superblast,167,13,"2,3",2025-07-28,2026-05-21,Tênis ASICS Superblast 2 Unissex | Tênis Unissex ASICS Superblast 3 | Tênis Masculino Asics Superblast 2 | Tênis Unissex ASICS Superblast 2 EKIDEN,,,,
Asics,Gel Contend,158,11,"8,9",2025-07-28,2026-05-21,Tênis ASICS Gel-Contend 9 Feminino | Tênis ASICS Gel-Contend 9 Masculino | Tênis ASICS Gel-Contend 8 - Masculino | Tênis GEL-Contend 9 ASICS - Masculino,,,,
Asics,Megablast,146,8,,2025-09-04,2026-05-21,Tênis Unissex ASICS Megablast | Tênis Masculino ASICS Megablast | Tênis ASICS Megablast Unissex | Tênis Unissex Asics Megablast,,,,
Asics,Gel Resolution X Clay,144,11,,2025-07-28,2026-05-21,Tênis Masculino Asics Gel-Resolution X Clay | Tênis Masculino Asics Gel Resolution X Clay | Tênis Asics Gel-Resolution X Clay Feminino | Tênis ASICS Gel-Resolution X Clay Masculino,,,,
Asics,Gel,137,18,"1090,1130",2025-07-28,2026-05-21,Tênis ASICS Gel-1130 | Tênis Unissex ASICS GEL-1130 | Tênis Unissex Asics Gel 1130 | Tênis Feminino Asics Gel-1130,,,,
Asics,Skyhand Og,137,6,,2025-07-28,2026-05-21,Tênis Unissex Asics Skyhand Og | Tênis Unissex ASICS Skyhand Og | Tênis Masculino ASICS Skyhand Og | Tênis Unissex Skyhand Og,,,,
Asics,Contend,136,18,"8,9",2025-07-28,2026-05-21,Tênis Infantil Asics Contend 9 PS | Tênis Asics Contend 9 PS - Infantil | Tênis Asics Contend 9 GS - Infantil | Tênis Infantil ASICS Contend 9 GS,,,,
Asics,Trabuco Terra,131,16,"2,3",2025-07-28,2026-05-21,Tênis Feminino Asics Trabuco Terra 3 | Tênis Masculino ASICS Trabuco Terra 3 | Tênis Asics Trabuco Terra 3 Masculino | Tênis Masculino Asics Trabuco Terra 3,,,,
Asics,Japan S Camurça,122,7,,2025-07-28,2026-05-21,Tênis Masculino Asics Japan S Camurça | Tênis ASICS Japan S Camurça Feminino | Tênis Feminino Asics Japan S Camurça | Tênis ASICS Japan S Camurça Masculino,,,,
Asics,Patriot,119,8,"13,14",2025-07-28,2026-05-21,Tênis Asics Patriot 13 - Masculino | Tênis Masculino Asics Patriot 14 | Tênis Feminino Asics Patriot 14 | Tênis Asics Patriot 13 - Feminino,,,,
Asics,Japan S Pf,118,7,,2025-07-28,2026-05-21,Tênis Asics Japan S Pf - Feminino | Tênis Feminino Asics Japan S Pf | Tênis ASICS Japan S PF Feminino | Tênis Feminino Asics Japan S PF,,,,
Asics,Gel Quantum Kei,115,12,,2025-07-28,2026-05-21,Tênis Asics Gel-Quantum Kei - Masculino | Tênis Masculino Asics Gel-Quantum Kei | Tênis Unissex Asics Gel Quantum Kei | Tênis Masculino ASICS Gel-Quantum Kei,,,,
Asics,Gel Pacemaker,113,13,"2,3,4",2023-09-24,2026-05-21,Tênis Asics Gel-Pacemaker 4 - Masculino | Tênis ASICS Gel-Pacemaker-4 - Masculino | Tênis ASICS Gel-Pacemaker 4 - Feminino | Tênis Asics Gel Pacemaker 4 - Masculino,,,,
Asics,Tenis Raiden,113,3,"4,5",2025-07-28,2026-05-21,TENIS ASICS RAIDEN 4 - MASCULINO | Tenis Asics Raiden 4 - Feminino | TENIS ASICS RAIDEN 5,,,,
Asics,Gel Trabuco,106,18,"10,11,12,13,14",2025-07-28,2026-05-21,Tênis ASICS GEL-Trabuco 13 Masculino | Tênis Masculino Asics Gel Trabuco 13 | Tênis Asics Gel-Trabuco 14 Feminino | Tênis Feminino Asics Gel-Trabuco 13,,,,
Asics,Gel Task,104,17,"2,3,4",2023-09-07,2026-05-21,Tênis Asics Gel-Task 3 - Masculino | Tênis Masculino Asics Gel Task 3 | Tênis Asics Gel Task 3 - Masculino | Tênis Masculino Asics Gel Task 3 + 3 Pares de Meias,,,,
Asics,Gel Game,97,25,"8,9",2023-09-01,2026-05-21,Tênis Masculino Asics Gel Game 9 | Tênis Asics Gel Game 9 - Masculino | Tênis Asics Gel Game 9 Clay/Oc - Feminino | Tênis Asics Gel-Game 8 Clay/Oc - Masculino,,,,
Asics,Japan S Camurca,96,7,,2025-07-28,2026-05-21,Tênis Masculino Asics Japan S Camurca | Tênis Masculino ASICS Japan S Camurca | Tênis Feminino Asics Japan S Camurca | Tênis Feminino ASICS Japan S Camurca,,,,
Asics,Game Ff,93,10,,2025-07-28,2026-05-21,Tênis Feminino ASICS Game FF | Tênis Masculino Asics Game FF | Tênis Masculino ASICS Game FF | Tênis Asics Game Ff - Masculino,,,,
Asics,Hyper Speed,84,22,"2,3,4,5",2023-09-19,2026-05-21,Tênis Asics Hyper Speed 4 - Masculino | Tênis Asics Hyper Speed 4 - Feminino | Tênis Asics Hyper Speed 3 - Feminino | Tênis Asics Hyper Speed 3 - Masculino,,,,
Asics,Tenis Gt,83,13,"0,12,1000",2023-04-01,2026-05-21,TENIS ASICS GT-2000 14 FEMININO | TENIS ASICS GT-2000 14 MASCULINO | TENIS ASICS GT-1000 14 MASCULINO | TENIS ASICS GT-1000 13 - MASCULINO,,,,
Asics,Gel Shogun St,79,9,,2025-07-28,2026-05-21,Tênis Masculino ASICS Gel-Shogun ST | Tênis Asics Gel-Shogun ST Masculino | Tênis Asics Gel- Shogun St - Feminino | Tênis Masculino Asics Gel-Shogun ST,,,,
Asics,Gel Kambarah,76,12,,2025-07-28,2026-05-21,Tênis Masculino Asics Gel Kambarah | Tênis Masculino Asics Gel-Kambarah | Tênis Asics Gel-Kambarah - Masculino | Tênis Feminino Asics Gel Kambarah,,,,
Asics,Quantum,73,10,360,2025-07-28,2026-05-21,Tênis Masculino Asics Quantum 360 CTW | Tênis Quantum 360 CTW Corrida ASICS Masculino | Tênis Asics Quantum 360 CTW - Masculino | Tênis Asics Quantum 360 CTW Preto e Laranja - Masculino,,,,
Asics,Forest,72,6,,2025-07-28,2026-05-21,Tênis Asics Forest - Masculino | Tênis Asics Forest - Feminino | Tênis ASICS Forest Feminino | Tênis Feminino Asics Forest,,,,
Asics,Gel Resolution X Padel,72,9,,2025-07-28,2026-05-21,Tênis Masculino ASICS GEL-Resolution X Padel | Tênis Feminino Asics Gel Resolution X Padel | Tênis Masculino Asics Gel Resolution X Padel | Tênis Masculina Asics Gel Resolution X Padel,,,,
Asics,Fuzeblast SE,71,3,,2023-08-29,2026-05-21,Tênis Asics Fuzeblast SE - Masculino | Tênis Asics Fuzeblast Se - Masculino | Tênis Asics Fuzeblast Se - Feminino,,,,
Asics,Gel Meteora,70,7,,2023-09-15,2026-05-21,Tênis Asics Gel-Meteora - Masculino | Tênis ASICS Gel-Meteora - Masculino | Tênis ASICS Gel-Meteora - Feminino | TÊNIS ASICS GEL METEORA - FEMININO,,,,
Asics,Gel Electrus,69,8,2,2025-07-28,2026-05-21,Tênis Asics Gel Electrus 2 - Feminino | Tênis Asics Gel Electrus 2 - Masculino | Tênis Asics Gel-Electrus 2 - Feminino | Tênis Masculino Asics Gel-Electrus 2,,,,
Asics,Gel Resolution X All Court,67,6,,2025-07-28,2026-05-21,Tênis Feminino Asics Gel Resolution X All Court | Tênis Asics Gel Resolution X - All Court | Tênis Masculino Asics Gel Resolution X - All Court | Tênis Masculino Asics Gel Resolution X All Court,,,,
Asics,Gel Outsider,64,7,,2025-07-28,2026-05-21,Tênis ASICS Gel-Outsider Masculino | Tênis Asics Gel-Outsider - Masculino | Tênis Asics Gel Outsider - Masculino | Tênis Asics Gel Outsider - Feminino,,,,
Asics,Nagoya,64,7,"5,8",2025-08-14,2026-05-21,Tênis Feminino Asics Nagoya 8 | Tênis Masculino Asics Nagoya 8 | Tênis Asics Nagoya 8 Corrida - Feminino | Tênis Asics Nagoya 8 - Masculino,,,,
Asics,Tenis Gel Excite,64,4,"10,11",2025-07-28,2026-01-22,TENIS ASICS GEL-EXCITE 11 FEMININO | TENIS ASICS GEL-EXCITE 11 MASCULINO | Tenis Masculino Asics Gel-Excite 11 | Tenis Feminino Asics Gel Excite 10,,,,
Asics,Kabuki,62,3,23,2023-08-31,2025-08-22,Tênis Asics Kabuki - Masculino | Tênis Asics Kabuki 23 - Masculino | Tênis Asics Kabuki - Feminino,,,,
Asics,Tenis Gel Hypersonic,61,6,"4,5",2025-07-28,2026-05-21,TENIS ASICS GEL-HYPERSONIC 5 - MASCULINO | Tenis Masculino Asics Gel Hypersonic 5 | Tenis Asics Gel-Hypersonic 4 - Masculino | Tenis Asics Gel-Hypersonic 4 - Feminino,,,,
Asics,Gel Resolution,57,22,9,2023-08-27,2026-05-21,Tênis Asics Gel-Resolution 9 - Masculino | Tênis Asics Gel Resolution 9 - Masculino | Tênis Asics Gel Resolution 9 Clay - Masculino | Tênis ASICS Gel-Resolution 9 - Masculino,,,,
Asics,Gel Trabuco Terra,57,11,2,2023-08-30,2026-05-21,Tênis Asics Gel Trabuco Terra 2 - Masculino | Tênis Masculino Asics Gel Trabuco Terra 2 | Tênis Asics Gel Trabuco Terra 2 Masculino | Tênis Asics Gel Trabuco Terra 2 - Feminino,,,,
Asics,Gel Resolution X Saibro,53,3,,2026-01-29,2026-05-21,Tênis Masculino ASICS Gel-Resolution X Saibro | Tênis Feminino ASICS Gel-Resolution X Saibro | Tênis ASICS Gel-Resolution X Saibro - Feminino,,,,
Asics,Sky Elite Ff,52,11,"2,3",2025-07-28,2026-05-21,Tênis Masculino Asics Sky Elite FF 3 | Tênis Asics Sky Elite FF 3 Feminino | Tênis ASICS Sky Elite Ff 3 - Feminino | Tênis Sky Elite FF 3 ASICS - Masculino,,,,
Asics,Shinobi,51,6,2,2025-09-25,2026-05-21,Tênis Feminino Asics Shinobi 2 | Tênis Masculino Asics Shinobi | Tênis Asics Shinobi 2 - Feminino | Tênis Asics Shinobi 2 Corrida Feminino,,,,
Asics,Gel Takumi Brilliant,48,1,,2025-07-28,2026-05-21,Tênis ASICS Gel-Takumi Brilliant - Feminino,,,,
Asics,Metaspeed Sky Paris,48,5,,2025-07-28,2026-05-21,Tênis ASICS Metaspeed Sky Paris Masculino | Tênis Asics Metaspeed Sky Paris - Adulto | Tênis Unissex ASICS Metaspeed Sky Paris | Tênis Unissex Asics Metaspeed Sky Paris,,,,
Asics,Powerbreak Ff,47,8,,2025-07-28,2026-05-21,Tênis Masculino Asics Powerbreak FF | Tênis Asics Powerbreak FF - Masculino | Tênis Feminino ASICS Powerbreak Ff | Tênis Asics Powerbreak FF - Feminino,,,,
Asics,Gel Nimbus 10.1,46,5,,2025-07-28,2026-05-21,Tênis Unissex Asics Gel Nimbus 10.1 | Tênis Unissex ASICS Gel Nimbus 10.1 | Tênis Unissex Asics Gel-Nimbus 10.1 | Tênis GEL-Nimbus 10.1 ASICS - Unissex,,,,
Asics,Tenis Gel Sparta,46,5,2,2025-07-28,2026-05-21,TENIS ASICS GEL-SPARTA 2 - MASCULINO | Tenis Asics Gel-Sparta 2 - Feminino | Tenis Asics Gel-Sparta 2 Masculino | Tenis Asics Gel-Sparta 2 - Masculino,,,,
Asics,Gel Nyc,45,6,55,2025-07-28,2026-05-21,Tênis Unissex Asics Gel-NYC | Tênis ASICS GEL-NYC - Unissex | Tênis Unissex Asics Gel-NYC 2055 | Tênis GEL-Nyc ASICS - Unissex,,,,
Asics,Tenis Gel Shinobi,44,4,2,2025-07-28,2026-05-21,TENIS ASICS GEL SHINOBI 2 - FEMININO | Tenis Asics Gel Shinobi - Masculino | Tenis Asics Gel-Shinobi 2 - Masculino | Tenis Asics Gel-Shinobi Masculino,,,,
Asics,Gel Nunobiki,43,5,,2025-07-28,2026-05-21,Tênis Unissex Asics Gel-Nunobiki | Tênis Unissex ASICS GEL-Nunobiki | Tênis Unissex ASICS Gel Nunobiki | Tênis GEL-Nunobiki ASICS - Unissex,,,,
Asics,Gel Kamo Go,42,3,,2025-07-28,2026-05-21,Tênis ASICS Gel-Kamo Go - Feminino | Tênis ASICS Gel-Kamo Go - Masculino | Tênis Asics Gel-Kamo Go - Masculino,,,,
Asics,Pulse,40,6,16,2025-09-11,2026-05-21,Tênis Feminino Asics Pulse 16 SE | Tênis Asics Pulse 16 SE Corrida Feminino | Tênis Asics Pulse 16 SE Masculino | Tênis Asics Pulse 16 SE - Feminino,,,,
Asics,Ugoki Corrida,39,4,,2025-08-28,2026-05-21,Tênis Asics Ugoki Corrida - Feminino | Tênis Feminino Asics Ugoki Corrida | Tênis Asics Ugoki Corrida Masculino | Tênis Asics Ugoki Corrida Feminino,,,,
Asics,Nimbus,38,11,"26,27,28",2025-07-28,2026-05-21,Tênis Asics Nimbus 27 Tokyo Feminino | Tênis Asics Nimbus 27 Luxe Masculino | Tênis Masculino Asics Nimbus 27 Luxe | Tênis Asics Nimbus 27 - Feminino,,,,
